,period,timedelta,dst,labels
23516,test_a,979 days 20:00:00,-4,low
23517,test_a,979 days 21:00:00,-2,low
23518,test_a,979 days 22:00:00,-6,low
23519,test_a,979 days 23:00:00,-4,low
23520,test_a,980 days 00:00:00,1,low
23521,test_a,980 days 01:00:00,3,low
23522,test_a,980 days 02:00:00,1,low
23523,test_a,980 days 03:00:00,0,low
23524,test_a,980 days 04:00:00,-3,low
23525,test_a,980 days 05:00:00,-12,low
23526,test_a,980 days 06:00:00,-21,low
23527,test_a,980 days 07:00:00,-23,low
23528,test_a,980 days 08:00:00,-14,low
23529,test_a,980 days 09:00:00,-11,low
23530,test_a,980 days 10:00:00,-18,low
23531,test_a,980 days 11:00:00,-24,low
23532,test_a,980 days 12:00:00,-22,low
23533,test_a,980 days 13:00:00,-14,low
23534,test_a,980 days 14:00:00,-11,low
23535,test_a,980 days 15:00:00,-11,low
23536,test_a,980 days 16:00:00,-20,low
23537,test_a,980 days 17:00:00,-22,low
23538,test_a,980 days 18:00:00,-28,low
23539,test_a,980 days 19:00:00,-22,low
23540,test_a,980 days 20:00:00,-17,low
23541,test_a,980 days 21:00:00,-15,low
23542,test_a,980 days 22:00:00,-10,low
23543,test_a,980 days 23:00:00,-5,low
23544,test_a,981 days 00:00:00,-6,low
23545,test_a,981 days 01:00:00,-10,low
23546,test_a,981 days 02:00:00,-10,low
23547,test_a,981 days 03:00:00,-9,low
23548,test_a,981 days 04:00:00,-7,low
23549,test_a,981 days 05:00:00,-7,low
23550,test_a,981 days 06:00:00,-12,low
23551,test_a,981 days 07:00:00,-18,low
23552,test_a,981 days 08:00:00,-16,low
23553,test_a,981 days 09:00:00,-14,low
23554,test_a,981 days 10:00:00,-13,low
23555,test_a,981 days 11:00:00,-9,low
23556,test_a,981 days 12:00:00,-6,low
23557,test_a,981 days 13:00:00,-7,low
23558,test_a,981 days 14:00:00,-7,low
23559,test_a,981 days 15:00:00,-9,low
23560,test_a,981 days 16:00:00,-12,low
23561,test_a,981 days 17:00:00,-11,low
23562,test_a,981 days 18:00:00,-12,low
23563,test_a,981 days 19:00:00,-16,low
23564,test_a,981 days 20:00:00,-17,low
23565,test_a,981 days 21:00:00,-16,low
23566,test_a,981 days 22:00:00,-10,low
23567,test_a,981 days 23:00:00,-7,low
23568,test_a,982 days 00:00:00,-7,low
23569,test_a,982 days 01:00:00,-4,low
23570,test_a,982 days 02:00:00,0,low
23571,test_a,982 days 03:00:00,4,low
23572,test_a,982 days 04:00:00,4,low
23573,test_a,982 days 05:00:00,1,low
23574,test_a,982 days 06:00:00,-2,low
23575,test_a,982 days 07:00:00,-2,low
23576,test_a,982 days 08:00:00,-3,low
23577,test_a,982 days 09:00:00,-6,low
23578,test_a,982 days 10:00:00,-5,low
23579,test_a,982 days 11:00:00,-1,low
23580,test_a,982 days 12:00:00,0,low
23581,test_a,982 days 13:00:00,1,low
23582,test_a,982 days 14:00:00,2,low
23583,test_a,982 days 15:00:00,2,low
23584,test_a,982 days 16:00:00,0,low
23585,test_a,982 days 17:00:00,1,low
23586,test_a,982 days 18:00:00,4,low
23587,test_a,982 days 19:00:00,2,low
23588,test_a,982 days 20:00:00,0,low
23589,test_a,982 days 21:00:00,-1,low
23590,test_a,982 days 22:00:00,0,low
23591,test_a,982 days 23:00:00,3,low
23592,test_a,983 days 00:00:00,6,low
23593,test_a,983 days 01:00:00,8,low
23594,test_a,983 days 02:00:00,5,low
23595,test_a,983 days 03:00:00,7,low
23596,test_a,983 days 04:00:00,6,low
23597,test_a,983 days 05:00:00,6,low
23598,test_a,983 days 06:00:00,3,low
23599,test_a,983 days 07:00:00,1,low
23600,test_a,983 days 08:00:00,1,low
23601,test_a,983 days 09:00:00,3,low
23602,test_a,983 days 10:00:00,4,low
23603,test_a,983 days 11:00:00,9,low
23604,test_a,983 days 12:00:00,9,low
23605,test_a,983 days 13:00:00,5,low
23606,test_a,983 days 14:00:00,-5,low
23607,test_a,983 days 15:00:00,-9,low
23608,test_a,983 days 16:00:00,-9,low
23609,test_a,983 days 17:00:00,-9,low
23610,test_a,983 days 18:00:00,-13,low
23611,test_a,983 days 19:00:00,-22,low
23612,test_a,983 days 20:00:00,-26,low
23613,test_a,983 days 21:00:00,-28,low
23614,test_a,983 days 22:00:00,-26,low
23615,test_a,983 days 23:00:00,-26,low
23616,test_a,984 days 00:00:00,-22,low
23617,test_a,984 days 01:00:00,-19,low
23618,test_a,984 days 02:00:00,-18,low
23619,test_a,984 days 03:00:00,-13,low
23620,test_a,984 days 04:00:00,-9,low
23621,test_a,984 days 05:00:00,-7,low
23622,test_a,984 days 06:00:00,-6,low
23623,test_a,984 days 07:00:00,-6,low
23624,test_a,984 days 08:00:00,-8,low
23625,test_a,984 days 09:00:00,-10,low
23626,test_a,984 days 10:00:00,-9,low
23627,test_a,984 days 11:00:00,-6,low
23628,test_a,984 days 12:00:00,-8,low
23629,test_a,984 days 13:00:00,-9,low
23630,test_a,984 days 14:00:00,-9,low
23631,test_a,984 days 15:00:00,-7,low
23632,test_a,984 days 16:00:00,-4,low
23633,test_a,984 days 17:00:00,-5,low
23634,test_a,984 days 18:00:00,-2,low
23635,test_a,984 days 19:00:00,-1,low
23636,test_a,984 days 20:00:00,1,low
23637,test_a,984 days 21:00:00,1,low
23638,test_a,984 days 22:00:00,-1,low
23639,test_a,984 days 23:00:00,0,low
23640,test_a,985 days 00:00:00,5,low
23641,test_a,985 days 01:00:00,9,low
23642,test_a,985 days 02:00:00,4,low
23643,test_a,985 days 03:00:00,-1,low
23644,test_a,985 days 04:00:00,-2,low
23645,test_a,985 days 05:00:00,0,low
23646,test_a,985 days 06:00:00,2,low
23647,test_a,985 days 07:00:00,2,low
23648,test_a,985 days 08:00:00,2,low
23649,test_a,985 days 09:00:00,3,low
23650,test_a,985 days 10:00:00,2,low
23651,test_a,985 days 11:00:00,-4,low
23652,test_a,985 days 12:00:00,-19,low
23653,test_a,985 days 13:00:00,-29,low
23654,test_a,985 days 14:00:00,-43,low
23655,test_a,985 days 15:00:00,-67,mid
23656,test_a,985 days 16:00:00,-87,mid
23657,test_a,985 days 17:00:00,-93,mid
23658,test_a,985 days 18:00:00,-83,mid
23659,test_a,985 days 19:00:00,-76,mid
23660,test_a,985 days 20:00:00,-71,mid
23661,test_a,985 days 21:00:00,-72,mid
23662,test_a,985 days 22:00:00,-68,mid
23663,test_a,985 days 23:00:00,-55,mid
23664,test_a,986 days 00:00:00,-47,low
23665,test_a,986 days 01:00:00,-38,low
23666,test_a,986 days 02:00:00,-30,low
23667,test_a,986 days 03:00:00,-24,low
23668,test_a,986 days 04:00:00,-25,low
23669,test_a,986 days 05:00:00,-35,low
23670,test_a,986 days 06:00:00,-40,low
23671,test_a,986 days 07:00:00,-45,low
23672,test_a,986 days 08:00:00,-49,low
23673,test_a,986 days 09:00:00,-43,low
23674,test_a,986 days 10:00:00,-49,low
23675,test_a,986 days 11:00:00,-49,low
23676,test_a,986 days 12:00:00,-39,low
23677,test_a,986 days 13:00:00,-32,low
23678,test_a,986 days 14:00:00,-32,low
23679,test_a,986 days 15:00:00,-37,low
23680,test_a,986 days 16:00:00,-46,low
23681,test_a,986 days 17:00:00,-42,low
23682,test_a,986 days 18:00:00,-38,low
23683,test_a,986 days 19:00:00,-38,low
23684,test_a,986 days 20:00:00,-35,low
23685,test_a,986 days 21:00:00,-41,low
23686,test_a,986 days 22:00:00,-50,mid
23687,test_a,986 days 23:00:00,-46,low
23688,test_a,987 days 00:00:00,-42,low
23689,test_a,987 days 01:00:00,-37,low
23690,test_a,987 days 02:00:00,-38,low
23691,test_a,987 days 03:00:00,-41,low
23692,test_a,987 days 04:00:00,-41,low
23693,test_a,987 days 05:00:00,-41,low
23694,test_a,987 days 06:00:00,-35,low
23695,test_a,987 days 07:00:00,-31,low
23696,test_a,987 days 08:00:00,-31,low
23697,test_a,987 days 09:00:00,-26,low
23698,test_a,987 days 10:00:00,-22,low
23699,test_a,987 days 11:00:00,-24,low
23700,test_a,987 days 12:00:00,-22,low
23701,test_a,987 days 13:00:00,-23,low
23702,test_a,987 days 14:00:00,-22,low
23703,test_a,987 days 15:00:00,-31,low
23704,test_a,987 days 16:00:00,-34,low
23705,test_a,987 days 17:00:00,-33,low
23706,test_a,987 days 18:00:00,-37,low
23707,test_a,987 days 19:00:00,-35,low
23708,test_a,987 days 20:00:00,-39,low
23709,test_a,987 days 21:00:00,-38,low
23710,test_a,987 days 22:00:00,-37,low
23711,test_a,987 days 23:00:00,-38,low
23712,test_a,988 days 00:00:00,-37,low
23713,test_a,988 days 01:00:00,-35,low
23714,test_a,988 days 02:00:00,-39,low
23715,test_a,988 days 03:00:00,-36,low
23716,test_a,988 days 04:00:00,-33,low
23717,test_a,988 days 05:00:00,-31,low
23718,test_a,988 days 06:00:00,-31,low
23719,test_a,988 days 07:00:00,-29,low
23720,test_a,988 days 08:00:00,-23,low
23721,test_a,988 days 09:00:00,-26,low
23722,test_a,988 days 10:00:00,-34,low
23723,test_a,988 days 11:00:00,-37,low
23724,test_a,988 days 12:00:00,-33,low
23725,test_a,988 days 13:00:00,-29,low
23726,test_a,988 days 14:00:00,-30,low
23727,test_a,988 days 15:00:00,-31,low
23728,test_a,988 days 16:00:00,-36,low
23729,test_a,988 days 17:00:00,-33,low
23730,test_a,988 days 18:00:00,-31,low
23731,test_a,988 days 19:00:00,-31,low
23732,test_a,988 days 20:00:00,-30,low
23733,test_a,988 days 21:00:00,-32,low
23734,test_a,988 days 22:00:00,-30,low
23735,test_a,988 days 23:00:00,-32,low
23736,test_a,989 days 00:00:00,-32,low
23737,test_a,989 days 01:00:00,-33,low
23738,test_a,989 days 02:00:00,-38,low
23739,test_a,989 days 03:00:00,-40,low
23740,test_a,989 days 04:00:00,-38,low
23741,test_a,989 days 05:00:00,-34,low
23742,test_a,989 days 06:00:00,-34,low
23743,test_a,989 days 07:00:00,-37,low
23744,test_a,989 days 08:00:00,-28,low
23745,test_a,989 days 09:00:00,-33,low
23746,test_a,989 days 10:00:00,-44,low
23747,test_a,989 days 11:00:00,-42,low
23748,test_a,989 days 12:00:00,-33,low
23749,test_a,989 days 13:00:00,-30,low
23750,test_a,989 days 14:00:00,-31,low
23751,test_a,989 days 15:00:00,-34,low
23752,test_a,989 days 16:00:00,-38,low
23753,test_a,989 days 17:00:00,-42,low
23754,test_a,989 days 18:00:00,-38,low
23755,test_a,989 days 19:00:00,-33,low
23756,test_a,989 days 20:00:00,-34,low
23757,test_a,989 days 21:00:00,-31,low
23758,test_a,989 days 22:00:00,-32,low
23759,test_a,989 days 23:00:00,-35,low
23760,test_a,990 days 00:00:00,-32,low
23761,test_a,990 days 01:00:00,-31,low
23762,test_a,990 days 02:00:00,-30,low
23763,test_a,990 days 03:00:00,-30,low
23764,test_a,990 days 04:00:00,-29,low
23765,test_a,990 days 05:00:00,-28,low
23766,test_a,990 days 06:00:00,-26,low
23767,test_a,990 days 07:00:00,-24,low
23768,test_a,990 days 08:00:00,-24,low
23769,test_a,990 days 09:00:00,-23,low
23770,test_a,990 days 10:00:00,-24,low
23771,test_a,990 days 11:00:00,-26,low
23772,test_a,990 days 12:00:00,-27,low
23773,test_a,990 days 13:00:00,-24,low
23774,test_a,990 days 14:00:00,-23,low
23775,test_a,990 days 15:00:00,-24,low
23776,test_a,990 days 16:00:00,-25,low
23777,test_a,990 days 17:00:00,-26,low
23778,test_a,990 days 18:00:00,-25,low
23779,test_a,990 days 19:00:00,-25,low
23780,test_a,990 days 20:00:00,-21,low
23781,test_a,990 days 21:00:00,-25,low
23782,test_a,990 days 22:00:00,-23,low
23783,test_a,990 days 23:00:00,-24,low
23784,test_a,991 days 00:00:00,-25,low
23785,test_a,991 days 01:00:00,-22,low
23786,test_a,991 days 02:00:00,-27,low
23787,test_a,991 days 03:00:00,-24,low
23788,test_a,991 days 04:00:00,-23,low
23789,test_a,991 days 05:00:00,-22,low
23790,test_a,991 days 06:00:00,-20,low
23791,test_a,991 days 07:00:00,-21,low
23792,test_a,991 days 08:00:00,-17,low
23793,test_a,991 days 09:00:00,-17,low
23794,test_a,991 days 10:00:00,-17,low
23795,test_a,991 days 11:00:00,-16,low
23796,test_a,991 days 12:00:00,-18,low
23797,test_a,991 days 13:00:00,-19,low
23798,test_a,991 days 14:00:00,-19,low
23799,test_a,991 days 15:00:00,-19,low
23800,test_a,991 days 16:00:00,-20,low
23801,test_a,991 days 17:00:00,-18,low
23802,test_a,991 days 18:00:00,-17,low
23803,test_a,991 days 19:00:00,-19,low
23804,test_a,991 days 20:00:00,-22,low
23805,test_a,991 days 21:00:00,-24,low
23806,test_a,991 days 22:00:00,-23,low
23807,test_a,991 days 23:00:00,-21,low
23808,test_a,992 days 00:00:00,-22,low
23809,test_a,992 days 01:00:00,-20,low
23810,test_a,992 days 02:00:00,-17,low
23811,test_a,992 days 03:00:00,-15,low
23812,test_a,992 days 04:00:00,-17,low
23813,test_a,992 days 05:00:00,-18,low
23814,test_a,992 days 06:00:00,-15,low
23815,test_a,992 days 07:00:00,-16,low
23816,test_a,992 days 08:00:00,-15,low
23817,test_a,992 days 09:00:00,-11,low
23818,test_a,992 days 10:00:00,-12,low
23819,test_a,992 days 11:00:00,-14,low
23820,test_a,992 days 12:00:00,-13,low
23821,test_a,992 days 13:00:00,-11,low
23822,test_a,992 days 14:00:00,-10,low
23823,test_a,992 days 15:00:00,-15,low
23824,test_a,992 days 16:00:00,-18,low
23825,test_a,992 days 17:00:00,-14,low
23826,test_a,992 days 18:00:00,-11,low
23827,test_a,992 days 19:00:00,-14,low
23828,test_a,992 days 20:00:00,-23,low
23829,test_a,992 days 21:00:00,-22,low
23830,test_a,992 days 22:00:00,-20,low
23831,test_a,992 days 23:00:00,-23,low
23832,test_a,993 days 00:00:00,-28,low
23833,test_a,993 days 01:00:00,-21,low
23834,test_a,993 days 02:00:00,-20,low
23835,test_a,993 days 03:00:00,-19,low
23836,test_a,993 days 04:00:00,-22,low
23837,test_a,993 days 05:00:00,-21,low
23838,test_a,993 days 06:00:00,-19,low
23839,test_a,993 days 07:00:00,-16,low
23840,test_a,993 days 08:00:00,-13,low
23841,test_a,993 days 09:00:00,-14,low
23842,test_a,993 days 10:00:00,-14,low
23843,test_a,993 days 11:00:00,-13,low
23844,test_a,993 days 12:00:00,-12,low
23845,test_a,993 days 13:00:00,-9,low
23846,test_a,993 days 14:00:00,-8,low
23847,test_a,993 days 15:00:00,-10,low
23848,test_a,993 days 16:00:00,-9,low
23849,test_a,993 days 17:00:00,-8,low
23850,test_a,993 days 18:00:00,-9,low
23851,test_a,993 days 19:00:00,-13,low
23852,test_a,993 days 20:00:00,-15,low
23853,test_a,993 days 21:00:00,-14,low
23854,test_a,993 days 22:00:00,-14,low
23855,test_a,993 days 23:00:00,-15,low
23856,test_a,994 days 00:00:00,-9,low
23857,test_a,994 days 01:00:00,-10,low
23858,test_a,994 days 02:00:00,-11,low
23859,test_a,994 days 03:00:00,-12,low
23860,test_a,994 days 04:00:00,-13,low
23861,test_a,994 days 05:00:00,-12,low
23862,test_a,994 days 06:00:00,-10,low
23863,test_a,994 days 07:00:00,-11,low
23864,test_a,994 days 08:00:00,-9,low
23865,test_a,994 days 09:00:00,-5,low
23866,test_a,994 days 10:00:00,-5,low
23867,test_a,994 days 11:00:00,-6,low
23868,test_a,994 days 12:00:00,-6,low
23869,test_a,994 days 13:00:00,-4,low
23870,test_a,994 days 14:00:00,-6,low
23871,test_a,994 days 15:00:00,-10,low
23872,test_a,994 days 16:00:00,-15,low
23873,test_a,994 days 17:00:00,-17,low
23874,test_a,994 days 18:00:00,-17,low
23875,test_a,994 days 19:00:00,-22,low
23876,test_a,994 days 20:00:00,-22,low
23877,test_a,994 days 21:00:00,-17,low
23878,test_a,994 days 22:00:00,-14,low
23879,test_a,994 days 23:00:00,-12,low
23880,test_a,995 days 00:00:00,-8,low
23881,test_a,995 days 01:00:00,-5,low
23882,test_a,995 days 02:00:00,-6,low
23883,test_a,995 days 03:00:00,-2,low
23884,test_a,995 days 04:00:00,-1,low
23885,test_a,995 days 05:00:00,-2,low
23886,test_a,995 days 06:00:00,-2,low
23887,test_a,995 days 07:00:00,-2,low
23888,test_a,995 days 08:00:00,-2,low
23889,test_a,995 days 09:00:00,-1,low
23890,test_a,995 days 10:00:00,-3,low
23891,test_a,995 days 11:00:00,-5,low
23892,test_a,995 days 12:00:00,-5,low
23893,test_a,995 days 13:00:00,-7,low
23894,test_a,995 days 14:00:00,-4,low
23895,test_a,995 days 15:00:00,-3,low
23896,test_a,995 days 16:00:00,-5,low
23897,test_a,995 days 17:00:00,-4,low
23898,test_a,995 days 18:00:00,-3,low
23899,test_a,995 days 19:00:00,-1,low
23900,test_a,995 days 20:00:00,3,low
23901,test_a,995 days 21:00:00,3,low
23902,test_a,995 days 22:00:00,-1,low
23903,test_a,995 days 23:00:00,-6,low
23904,test_a,996 days 00:00:00,-8,low
23905,test_a,996 days 01:00:00,-7,low
23906,test_a,996 days 02:00:00,-3,low
23907,test_a,996 days 03:00:00,2,low
23908,test_a,996 days 04:00:00,6,low
23909,test_a,996 days 05:00:00,4,low
23910,test_a,996 days 06:00:00,3,low
23911,test_a,996 days 07:00:00,3,low
23912,test_a,996 days 08:00:00,2,low
23913,test_a,996 days 09:00:00,-1,low
23914,test_a,996 days 10:00:00,-5,low
23915,test_a,996 days 11:00:00,-3,low
23916,test_a,996 days 12:00:00,0,low
23917,test_a,996 days 13:00:00,-2,low
23918,test_a,996 days 14:00:00,-9,low
23919,test_a,996 days 15:00:00,-8,low
23920,test_a,996 days 16:00:00,-9,low
23921,test_a,996 days 17:00:00,-7,low
23922,test_a,996 days 18:00:00,-5,low
23923,test_a,996 days 19:00:00,-8,low
23924,test_a,996 days 20:00:00,-14,low
23925,test_a,996 days 21:00:00,-12,low
23926,test_a,996 days 22:00:00,-5,low
23927,test_a,996 days 23:00:00,-2,low
23928,test_a,997 days 00:00:00,-3,low
23929,test_a,997 days 01:00:00,-3,low
23930,test_a,997 days 02:00:00,-8,low
23931,test_a,997 days 03:00:00,-6,low
23932,test_a,997 days 04:00:00,-2,low
23933,test_a,997 days 05:00:00,-2,low
23934,test_a,997 days 06:00:00,-4,low
23935,test_a,997 days 07:00:00,-2,low
23936,test_a,997 days 08:00:00,0,low
23937,test_a,997 days 09:00:00,1,low
23938,test_a,997 days 10:00:00,3,low
23939,test_a,997 days 11:00:00,-5,low
23940,test_a,997 days 12:00:00,-6,low
23941,test_a,997 days 13:00:00,-2,low
23942,test_a,997 days 14:00:00,-1,low
23943,test_a,997 days 15:00:00,2,low
23944,test_a,997 days 16:00:00,3,low
23945,test_a,997 days 17:00:00,3,low
23946,test_a,997 days 18:00:00,-2,low
23947,test_a,997 days 19:00:00,-2,low
23948,test_a,997 days 20:00:00,-3,low
23949,test_a,997 days 21:00:00,-1,low
23950,test_a,997 days 22:00:00,-10,low
23951,test_a,997 days 23:00:00,-11,low
23952,test_a,998 days 00:00:00,-13,low
23953,test_a,998 days 01:00:00,-10,low
23954,test_a,998 days 02:00:00,-12,low
23955,test_a,998 days 03:00:00,-11,low
23956,test_a,998 days 04:00:00,-12,low
23957,test_a,998 days 05:00:00,-11,low
23958,test_a,998 days 06:00:00,-15,low
23959,test_a,998 days 07:00:00,-13,low
23960,test_a,998 days 08:00:00,-10,low
23961,test_a,998 days 09:00:00,-10,low
23962,test_a,998 days 10:00:00,-13,low
23963,test_a,998 days 11:00:00,-16,low
23964,test_a,998 days 12:00:00,-18,low
23965,test_a,998 days 13:00:00,-18,low
23966,test_a,998 days 14:00:00,-22,low
23967,test_a,998 days 15:00:00,-20,low
23968,test_a,998 days 16:00:00,-19,low
23969,test_a,998 days 17:00:00,-19,low
23970,test_a,998 days 18:00:00,-20,low
23971,test_a,998 days 19:00:00,-20,low
23972,test_a,998 days 20:00:00,-22,low
23973,test_a,998 days 21:00:00,-18,low
23974,test_a,998 days 22:00:00,-14,low
23975,test_a,998 days 23:00:00,-11,low
23976,test_a,999 days 00:00:00,-10,low
23977,test_a,999 days 01:00:00,-6,low
23978,test_a,999 days 02:00:00,-7,low
23979,test_a,999 days 03:00:00,-9,low
23980,test_a,999 days 04:00:00,-12,low
23981,test_a,999 days 05:00:00,-13,low
23982,test_a,999 days 06:00:00,-13,low
23983,test_a,999 days 07:00:00,-13,low
23984,test_a,999 days 08:00:00,-12,low
23985,test_a,999 days 09:00:00,-12,low
23986,test_a,999 days 10:00:00,-11,low
23987,test_a,999 days 11:00:00,-11,low
23988,test_a,999 days 12:00:00,-10,low
23989,test_a,999 days 13:00:00,-7,low
23990,test_a,999 days 14:00:00,-7,low
23991,test_a,999 days 15:00:00,-6,low
23992,test_a,999 days 16:00:00,-5,low
23993,test_a,999 days 17:00:00,-2,low
23994,test_a,999 days 18:00:00,-2,low
23995,test_a,999 days 19:00:00,1,low
23996,test_a,999 days 20:00:00,4,low
23997,test_a,999 days 21:00:00,6,low
23998,test_a,999 days 22:00:00,3,low
23999,test_a,999 days 23:00:00,-1,low
24000,test_a,1000 days 00:00:00,-2,low
24001,test_a,1000 days 01:00:00,-5,low
24002,test_a,1000 days 02:00:00,-4,low
24003,test_a,1000 days 03:00:00,-5,low
24004,test_a,1000 days 04:00:00,-7,low
24005,test_a,1000 days 05:00:00,-5,low
24006,test_a,1000 days 06:00:00,-4,low
24007,test_a,1000 days 07:00:00,0,low
24008,test_a,1000 days 08:00:00,2,low
24009,test_a,1000 days 09:00:00,1,low
24010,test_a,1000 days 10:00:00,-2,low
24011,test_a,1000 days 11:00:00,-2,low
24012,test_a,1000 days 12:00:00,-3,low
24013,test_a,1000 days 13:00:00,-2,low
24014,test_a,1000 days 14:00:00,3,low
24015,test_a,1000 days 15:00:00,9,low
24016,test_a,1000 days 16:00:00,13,low
24017,test_a,1000 days 17:00:00,15,low
24018,test_a,1000 days 18:00:00,16,low
24019,test_a,1000 days 19:00:00,17,low
24020,test_a,1000 days 20:00:00,20,low
24021,test_a,1000 days 21:00:00,19,low
24022,test_a,1000 days 22:00:00,19,low
24023,test_a,1000 days 23:00:00,14,low
24024,test_a,1001 days 00:00:00,10,low
24025,test_a,1001 days 01:00:00,10,low
24026,test_a,1001 days 02:00:00,9,low
24027,test_a,1001 days 03:00:00,3,low
24028,test_a,1001 days 04:00:00,2,low
24029,test_a,1001 days 05:00:00,2,low
24030,test_a,1001 days 06:00:00,1,low
24031,test_a,1001 days 07:00:00,5,low
24032,test_a,1001 days 08:00:00,14,low
24033,test_a,1001 days 09:00:00,10,low
24034,test_a,1001 days 10:00:00,7,low
24035,test_a,1001 days 11:00:00,8,low
24036,test_a,1001 days 12:00:00,12,low
24037,test_a,1001 days 13:00:00,13,low
24038,test_a,1001 days 14:00:00,17,low
24039,test_a,1001 days 15:00:00,19,low
24040,test_a,1001 days 16:00:00,22,low
24041,test_a,1001 days 17:00:00,21,low
24042,test_a,1001 days 18:00:00,18,low
24043,test_a,1001 days 19:00:00,5,low
24044,test_a,1001 days 20:00:00,-12,low
24045,test_a,1001 days 21:00:00,-17,low
24046,test_a,1001 days 22:00:00,-10,low
24047,test_a,1001 days 23:00:00,0,low
24048,test_a,1002 days 00:00:00,-1,low
24049,test_a,1002 days 01:00:00,-6,low
24050,test_a,1002 days 02:00:00,-11,low
24051,test_a,1002 days 03:00:00,-10,low
24052,test_a,1002 days 04:00:00,-14,low
24053,test_a,1002 days 05:00:00,-16,low
24054,test_a,1002 days 06:00:00,-22,low
24055,test_a,1002 days 07:00:00,-22,low
24056,test_a,1002 days 08:00:00,-19,low
24057,test_a,1002 days 09:00:00,-10,low
24058,test_a,1002 days 10:00:00,-13,low
24059,test_a,1002 days 11:00:00,-23,low
24060,test_a,1002 days 12:00:00,-24,low
24061,test_a,1002 days 13:00:00,-19,low
24062,test_a,1002 days 14:00:00,-12,low
24063,test_a,1002 days 15:00:00,-11,low
24064,test_a,1002 days 16:00:00,-11,low
24065,test_a,1002 days 17:00:00,-8,low
24066,test_a,1002 days 18:00:00,-9,low
24067,test_a,1002 days 19:00:00,-12,low
24068,test_a,1002 days 20:00:00,-16,low
24069,test_a,1002 days 21:00:00,-20,low
24070,test_a,1002 days 22:00:00,-26,low
24071,test_a,1002 days 23:00:00,-20,low
24072,test_a,1003 days 00:00:00,-15,low
24073,test_a,1003 days 01:00:00,-17,low
24074,test_a,1003 days 02:00:00,-20,low
24075,test_a,1003 days 03:00:00,-16,low
24076,test_a,1003 days 04:00:00,-17,low
24077,test_a,1003 days 05:00:00,-21,low
24078,test_a,1003 days 06:00:00,-16,low
24079,test_a,1003 days 07:00:00,-11,low
24080,test_a,1003 days 08:00:00,-7,low
24081,test_a,1003 days 09:00:00,-7,low
24082,test_a,1003 days 10:00:00,-9,low
24083,test_a,1003 days 11:00:00,-21,low
24084,test_a,1003 days 12:00:00,-22,low
24085,test_a,1003 days 13:00:00,-16,low
24086,test_a,1003 days 14:00:00,-14,low
24087,test_a,1003 days 15:00:00,-16,low
24088,test_a,1003 days 16:00:00,-16,low
24089,test_a,1003 days 17:00:00,-16,low
24090,test_a,1003 days 18:00:00,-20,low
24091,test_a,1003 days 19:00:00,-16,low
24092,test_a,1003 days 20:00:00,-10,low
24093,test_a,1003 days 21:00:00,-13,low
24094,test_a,1003 days 22:00:00,-11,low
24095,test_a,1003 days 23:00:00,-10,low
24096,test_a,1004 days 00:00:00,-6,low
24097,test_a,1004 days 01:00:00,-7,low
24098,test_a,1004 days 02:00:00,-11,low
24099,test_a,1004 days 03:00:00,-11,low
24100,test_a,1004 days 04:00:00,-10,low
24101,test_a,1004 days 05:00:00,-13,low
24102,test_a,1004 days 06:00:00,-13,low
24103,test_a,1004 days 07:00:00,-10,low
24104,test_a,1004 days 08:00:00,-12,low
24105,test_a,1004 days 09:00:00,-16,low
24106,test_a,1004 days 10:00:00,-14,low
24107,test_a,1004 days 11:00:00,-13,low
24108,test_a,1004 days 12:00:00,-13,low
24109,test_a,1004 days 13:00:00,-10,low
24110,test_a,1004 days 14:00:00,-13,low
24111,test_a,1004 days 15:00:00,-20,low
24112,test_a,1004 days 16:00:00,-24,low
24113,test_a,1004 days 17:00:00,-15,low
24114,test_a,1004 days 18:00:00,-7,low
24115,test_a,1004 days 19:00:00,-11,low
24116,test_a,1004 days 20:00:00,-17,low
24117,test_a,1004 days 21:00:00,-24,low
24118,test_a,1004 days 22:00:00,-20,low
24119,test_a,1004 days 23:00:00,-18,low
24120,test_a,1005 days 00:00:00,-23,low
24121,test_a,1005 days 01:00:00,-25,low
24122,test_a,1005 days 02:00:00,-22,low
24123,test_a,1005 days 03:00:00,-20,low
24124,test_a,1005 days 04:00:00,-25,low
24125,test_a,1005 days 05:00:00,-24,low
24126,test_a,1005 days 06:00:00,-19,low
24127,test_a,1005 days 07:00:00,-15,low
24128,test_a,1005 days 08:00:00,-16,low
24129,test_a,1005 days 09:00:00,-10,low
24130,test_a,1005 days 10:00:00,-9,low
24131,test_a,1005 days 11:00:00,-13,low
24132,test_a,1005 days 12:00:00,-15,low
24133,test_a,1005 days 13:00:00,-14,low
24134,test_a,1005 days 14:00:00,-22,low
24135,test_a,1005 days 15:00:00,-26,low
24136,test_a,1005 days 16:00:00,-21,low
24137,test_a,1005 days 17:00:00,-15,low
24138,test_a,1005 days 18:00:00,-11,low
24139,test_a,1005 days 19:00:00,-11,low
24140,test_a,1005 days 20:00:00,-14,low
24141,test_a,1005 days 21:00:00,-14,low
24142,test_a,1005 days 22:00:00,-6,low
24143,test_a,1005 days 23:00:00,0,low
24144,test_a,1006 days 00:00:00,1,low
24145,test_a,1006 days 01:00:00,0,low
24146,test_a,1006 days 02:00:00,-7,low
24147,test_a,1006 days 03:00:00,-11,low
24148,test_a,1006 days 04:00:00,-12,low
